Id,Name,City,CountryId,IATA,ICAO,Latitude,Longitude,Altitude,Offset,DST,TimeZone
3780,Hartford Brainard,Hartford,US,HFD,KHFD,41.736722,-72.649444,18,-5,A,America/New_York
3781,North Central State,Smithfield,US,SFZ,KSFZ,41.920764,-71.491381,441,-5,A,America/New_York
3782,Mobile Rgnl,Mobile,US,MOB,KMOB,30.691231,-88.242814,219,-6,A,America/Chicago
3783,Moffett Federal Afld,Mountain View,US,NUQ,KNUQ,37.416142,-122.049139,32,-8,A,America/Los_Angeles
3784,Santa Fe Muni,Santa Fe,US,SAF,KSAF,35.617108,-106.089422,6348,-7,A,America/Denver
3785,Barking Sands Pmrf,Barking Sands,US,BKH,PHBK,22.022833,-159.785,23,-10,A,Pacific/Honolulu
3786,Beauregard Rgnl,Deridder,US,DRI,KDRI,30.831722,-93.339917,202,-6,A,America/Chicago
3787,Bradshaw Aaf,Bradshaw Field,US,BSF,PHSF,19.760056,-155.553717,6190,-10,A,Pacific/Honolulu
3788,Nogales Intl,Nogales,US,OLS,KOLS,31.417722,-110.84789,3955,-7,A,America/Phoenix
3789,Macdill Afb,Tampa,US,MCF,KMCF,27.849339,-82.521214,14,-5,A,America/New_York
3790,Scott Afb Midamerica,Belleville,US,BLV,KBLV,38.545178,-89.835183,459,-6,A,America/Chicago
3791,Opa Locka,Miami,US,OPF,KOPF,25.907,-80.278389,8,-5,A,America/New_York
3792,Del Rio Intl,Del Rio,US,DRT,KDRT,29.374208,-100.927158,1002,-6,A,America/Chicago
3793,Southwest Florida Intl,Fort Myers,US,RSW,KRSW,26.536167,-81.755167,30,-5,A,America/New_York
3794,King Salmon,King Salmon,US,AKN,PAKN,58.676778,-156.649278,68,-9,A,America/Anchorage
3795,Muir Aaf,Muir,US,MUI,KMUI,40.434811,-76.569411,489,-5,A,America/New_York
3796,Kapalua,Lahania-kapalua,US,JHM,PHJH,20.962936,-156.673031,256,-10,N,Pacific/Honolulu
3797,John F Kennedy Intl,New York,US,JFK,KJFK,40.639751,-73.778925,13,-5,A,America/New_York
3798,Homestead Arb,Homestead,US,HST,KHST,25.48855,-80.383567,6,-5,A,America/New_York
3799,Riverside Muni,Riverside,US,RAL,KRAL,33.951875,-117.445103,818,-8,A,America/Los_Angeles
3800,Sherman Aaf,Fort Leavenworth,US,FLV,KFLV,39.368332,-94.914686,772,-6,A,America/Chicago
3801,Wallops Flight Facility,Wallops Island,US,WAL,KWAL,37.940194,-75.466389,40,-5,A,America/New_York
3802,Holloman Afb,Alamogordo,US,HMN,KHMN,32.852519,-106.106525,4093,-7,A,America/Denver
3803,Willow Grove Nas Jrb,Willow Grove,US,NXX,KNXX,40.199833,-75.148167,358,-5,A,America/New_York
3804,Cheyenne Rgnl Jerry Olson Fld,Cheyenne,US,CYS,KCYS,41.155722,-104.811839,6156,-7,A,America/Denver
3805,Stockton Metropolitan,Stockton,US,SCK,KSCK,37.894167,-121.238306,33,-8,A,America/Los_Angeles
3806,Charleston Afb Intl,Charleston,US,CHS,KCHS,32.898647,-80.040528,45,-5,A,America/New_York
3807,Reno Tahoe Intl,Reno,US,RNO,KRNO,39.499108,-119.768108,4415,-8,A,America/Los_Angeles
3808,Ketchikan Intl,Ketchikan,US,KTN,PAKT,55.355556,-131.71375,88,-9,A,America/Anchorage
3809,Willow Run,Detroit,US,YIP,KYIP,42.237928,-83.530408,716,-5,A,America/New_York
3810,Vandenberg Afb,Lompoc,US,VBG,KVBG,34.737333,-120.584306,369,-8,A,America/Los_Angeles
3811,Birmingham Intl,Birmingham,US,BHM,KBHM,33.562942,-86.75355,644,-6,A,America/Chicago
3812,Lakehurst Naes,Lakehurst,US,NEL,KNEL,40.033333,-74.353333,103,-5,A,America/New_York
3813,Eareckson As,Shemya,US,SYA,PASY,52.712275,174.11362,98,-9,A,America/Anchorage
3814,Nellis Afb,Las Vegas,US,LSV,KLSV,36.236197,-115.034253,1870,-8,A,America/Los_Angeles
3815,March Arb,Riverside,US,RIV,KRIV,33.880711,-117.259453,1535,-8,A,America/Los_Angeles
3816,Modesto City Co Harry Sham,Modesto,US,MOD,KMOD,37.625817,-120.954422,97,-8,A,America/Los_Angeles
3817,Sacramento Intl,Sacramento,US,SMF,KSMF,38.695417,-121.590778,27,-8,A,America/Los_Angeles
3818,Waukegan Rgnl,Chicago,US,UGN,KUGN,42.422161,-87.867908,727,-6,A,America/Chicago
3819,City Of Colorado Springs Muni,Colorado Springs,US,COS,KCOS,38.805805,-104.700778,6187,-7,A,America/Denver
3820,Buffalo Niagara Intl,Buffalo,US,BUF,KBUF,42.940525,-78.732167,724,-5,A,America/New_York
3821,Griffing Sandusky,Sandusky,US,SKY,KSKY,41.433361,-82.652333,580,-5,A,America/New_York
3822,Snohomish Co,Everett,US,PAE,KPAE,47.906342,-122.281564,606,-8,A,America/Los_Angeles
3823,Mountain Home Afb,Mountain Home,US,MUO,KMUO,43.043603,-115.872431,2996,-7,A,America/Denver
3824,Cedar City Rgnl,Cedar City,US,CDC,KCDC,37.700967,-113.098847,5622,-7,A,America/Denver
3825,Bradley Intl,Windsor Locks,US,BDL,KBDL,41.938889,-72.683222,173,-5,A,America/New_York
3826,Mc Allen Miller Intl,Mcallen,US,MFE,KMFE,26.175833,-98.238611,107,-6,A,America/Chicago
3827,Norfolk Ns,Norfolk,US,NGU,KNGU,36.937644,-76.289289,15,-5,A,America/New_York
3828,Westover Arb Metropolitan,Chicopee Falls,US,CEF,KCEF,42.194014,-72.534783,241,-5,A,America/New_York
3829,Lubbock Preston Smith Intl,Lubbock,US,LBB,KLBB,33.663639,-101.822778,3282,-6,A,America/Chicago
3830,Chicago Ohare Intl,Chicago,US,ORD,KORD,41.978603,-87.904842,668,-6,A,America/Chicago
3831,Boca Raton,Boca Raton,US,BCT,KBCT,26.3785,-80.107694,13,-5,A,America/New_York
3832,Fairbanks Intl,Fairbanks,US,FAI,PAFA,64.815114,-147.856267,434,-9,A,America/Anchorage
3833,Quantico Mcaf,Quantico,US,NYG,KNYG,38.501683,-77.305333,11,-5,A,America/New_York
3834,Cannon Afb,Clovis,US,CVS,KCVS,34.382775,-103.322147,4295,-7,A,America/Denver
3835,Kaneohe Bay Mcaf,Kaneohe Bay,US,NGF,PHNG,21.450453,-157.768,24,-10,A,Pacific/Honolulu
3836,Offutt Afb,Omaha,US,OFF,KOFF,41.118332,-95.912511,1052,-6,A,America/Chicago
3837,Gulkana,Gulkana,US,GKN,PAGK,62.154888,-145.456639,1580,-9,A,America/Anchorage
3838,Watertown Intl,Watertown,US,ART,KART,43.991922,-76.021739,325,-5,A,America/New_York
3839,Palm Springs Intl,Palm Springs,US,PSP,KPSP,33.829667,-116.506694,477,-8,A,America/Los_Angeles
3840,Rick Husband Amarillo Intl,Amarillo,US,AMA,KAMA,35.219369,-101.705931,3607,-6,A,America/Chicago
3841,Fort Dodge Rgnl,Fort Dodge,US,FOD,KFOD,42.5512,-94.191842,1157,-6,A,America/Chicago
3842,Barksdale Afb,Shreveport,US,BAD,KBAD,32.50182,-93.662674,166,-6,A,America/Chicago
3843,Forbes Fld,Topeka,US,FOE,KFOE,38.950944,-95.663611,1078,-6,A,America/Chicago
3844,Cotulla Lasalle Co,Cotulla,US,COT,KCOT,28.456694,-99.220294,474,-6,A,America/Chicago
3845,Wilmington Intl,Wilmington,US,ILM,KILM,34.270615,-77.902569,32,-5,A,America/New_York
3846,Baton Rouge Metro Ryan Fld,Baton Rouge,US,BTR,KBTR,30.533167,-91.149639,70,-6,A,America/Chicago
3847,Meridian Nas,Meridian,US,NMM,KNMM,32.552083,-88.555557,317,-6,A,America/Chicago
3848,Tyler Pounds Rgnl,Tyler,US,TYR,KTYR,32.354139,-95.402386,544,-6,A,America/Chicago
3849,Baltimore Washington Intl,Baltimore,US,BWI,KBWI,39.175361,-76.668333,146,-5,A,America/New_York
3850,Hobart Muni,Hobart,US,HBR,KHBR,34.991308,-99.051353,1564,-6,A,America/Chicago
3851,Lanai,Lanai,US,LNY,PHNY,20.785611,-156.951419,1308,-10,N,Pacific/Honolulu
3852,Alexandria Intl,Alexandria,US,AEX,KAEX,31.3274,-92.549833,89,-6,A,America/Chicago
3853,Condron Aaf,White Sands,US,WSD,KWSD,32.341484,-106.40277,3934,-7,A,America/Denver
3854,Cold Bay,Cold Bay,US,CDB,PACD,55.206061,-162.725436,96,-9,A,America/Anchorage
3855,Tulsa Intl,Tulsa,US,TUL,KTUL,36.198389,-95.888111,677,-6,A,America/Chicago
3856,Sitka Rocky Gutierrez,Sitka,US,SIT,PASI,57.047138,-135.361611,21,-9,A,America/Anchorage
3857,Long Island Mac Arthur,Islip,US,ISP,KISP,40.79525,-73.100222,99,-5,A,America/New_York
3858,Minneapolis St Paul Intl,Minneapolis,US,MSP,KMSP,44.881956,-93.221767,841,-6,A,America/Chicago
3859,New Castle,Wilmington,US,ILG,KILG,39.678722,-75.606528,79,-5,A,America/New_York
3860,Unalaska,Unalaska,US,DUT,PADU,53.900139,-166.5435,22,-9,A,America/Anchorage
3861,Louis Armstrong New Orleans Intl,New Orleans,US,MSY,KMSY,29.993389,-90.258028,4,-6,A,America/Chicago
3862,Portland Intl Jetport,Portland,US,PWM,KPWM,43.646161,-70.309281,77,-5,A,America/New_York
3863,Will Rogers World,Oklahoma City,US,OKC,KOKC,35.393089,-97.600733,1295,-6,A,America/Chicago
3864,Albany Intl,Albany,US,ALB,KALB,42.748267,-73.801692,285,-5,A,America/New_York
3865,Valdez Pioneer Fld,Valdez,US,VDZ,PAVD,61.133949,-146.248342,118,-9,A,America/Anchorage
3866,Langley Afb,Hampton,US,LFI,KLFI,37.082881,-76.360547,11,-5,A,America/New_York
3867,John Wayne Arpt Orange Co,Santa Ana,US,SNA,KSNA,33.675667,-117.868222,56,-8,A,America/Los_Angeles
3868,Columbus Afb,Colombus,US,CBM,KCBM,33.643833,-88.443833,219,-6,A,America/Chicago
3869,Kendall Tamiami Executive,Kendall-tamiami,US,TMB,KTMB,25.647889,-80.432777,8,-5,A,America/New_York
3870,Oceana Nas,Oceana,US,NTU,KNTU,36.820703,-76.033542,22,-5,A,America/New_York
3871,Grissom Arb,Peru,US,GUS,KGUS,40.648094,-86.152119,812,-5,A,America/New_York
3872,Natrona Co Intl,Casper,US,CPR,KCPR,42.908,-106.464417,5347,-7,A,America/Denver
3873,Eglin Afb,Valparaiso,US,VPS,KVPS,30.48325,-86.5254,87,-6,A,America/Chicago
3874,Craig Fld,Selma,US,SEM,KSEM,32.343947,-86.987803,166,-6,A,America/Chicago
3875,Key West Intl,Key West,US,EYW,KEYW,24.556111,-81.759556,3,-5,A,America/New_York
3876,Charlotte Douglas Intl,Charlotte,US,CLT,KCLT,35.214,-80.943139,748,-5,A,America/New_York
3877,Mc Carran Intl,Las Vegas,US,LAS,KLAS,36.080056,-115.15225,2141,-8,A,America/Los_Angeles
3878,Orlando Intl,Orlando,US,MCO,KMCO,28.429394,-81.308994,96,-5,A,America/New_York
3879,Florence Rgnl,Florence,US,FLO,KFLO,34.185361,-79.723889,146,-5,A,America/New_York
3880,Great Falls Intl,Great Falls,US,GTF,KGTF,47.482,-111.370689,3677,-7,A,America/Denver
3881,Youngstown Warren Rgnl,Youngstown,US,YNG,KYNG,41.260736,-80.679097,1196,-5,A,America/New_York
3882,Ladd Aaf,Fort Wainwright,US,FBK,PAFB,64.8375,-147.614444,454,-9,A,America/Anchorage
3883,Mc Minnville Muni,Mackminnville,US,MMV,KMMV,45.194444,-123.135944,163,-8,A,America/Los_Angeles
3884,Robins Afb,Macon,US,WRB,KWRB,32.640144,-83.59185,294,-5,A,America/New_York
3885,Suvarnabhumi Intl,Bangkok,TH,BKK,VTBS,13.681108,100.747283,5,7,U,Asia/Bangkok
3887,Andi Jemma,Masamba,ID,,WAWM,-2.558044,120.324383,164,8,N,Asia/Makassar
3888,Soroako,Soroako,ID,,WAWS,-2.531203,121.357639,1388,8,N,Asia/Makassar
3889,Pongtiku,Makale,ID,,WAWT,-3.044736,119.821536,2884,8,N,Asia/Makassar
3890,Wolter Monginsidi,Kendari,ID,KDI,WAWW,-4.081608,122.418231,538,8,N,Asia/Makassar
3891,Maimun Saleh,Sabang,ID,SBG,WITB,5.874131,95.339672,393,7,N,Asia/Jakarta
3892,Cibeureum,Tasikmalaya,ID,,WICM,-7.346603,108.246092,1148,7,N,Asia/Jakarta
3893,Iswahyudi,Madiun,ID,,WARI,-7.615767,111.434117,361,7,N,Asia/Jakarta
3894,Abdul Rachman Saleh,Malang,ID,MLG,WARA,-7.926556,112.714514,1726,7,N,Asia/Jakarta
3895,Budiarto,Tangerang,ID,,WICB,-6.293169,106.5699,151,7,N,Asia/Jakarta
3896,Husein Sastranegara,Bandung,ID,BDO,WICC,-6.900625,107.576294,2436,7,N,Asia/Jakarta
3897,Penggung,Cirebon,ID,CBN,WICD,-6.756144,108.539672,89,7,N,Asia/Jakarta
3898,Adi Sutjipto,Yogyakarta,ID,JOG,WARJ,-7.788181,110.431758,350,7,N,Asia/Jakarta
3899,Tunggul Wulung,Cilacap,ID,CXP,WIHL,-7.645056,109.033911,69,7,N,Asia/Jakarta
3900,Pondok Cabe,Jakarta,ID,PCB,WIHP,-6.336964,106.764561,200,7,N,Asia/Jakarta
3901,Achmad Yani,Semarang,ID,SRG,WARS,-6.971447,110.374122,13,7,N,Asia/Jakarta
3903,Hang Nadim,Batam,ID,BTH,WIDD,1.121028,104.118753,126,7,N,Asia/Jakarta
3904,H As Hanandjoeddin,Tanjung Pandan,ID,TJQ,WIOD,-2.745722,107.754917,164,7,N,Asia/Jakarta
3905,Depati Amir,Pangkal Pinang,ID,PGK,WIPK,-2.1622,106.139064,109,7,N,Asia/Jakarta
3906,Kijang,Tanjung Pinang,ID,TNJ,WIDN,0.922683,104.532311,52,7,N,Asia/Jakarta
3907,Dabo,Singkep,ID,SIQ,WIDS,-0.479189,104.579283,95,7,N,Asia/Jakarta
3908,Syamsudin Noor,Banjarmasin,ID,BDJ,WAOO,-3.442356,114.762553,66,8,N,Asia/Makassar
3909,Batu Licin,Batu Licin,ID,,WAOC,-3.412408,115.995136,3,8,N,Asia/Makassar
3910,Iskandar,Pangkalan Bun,ID,PKN,WAOI,-2.705197,111.673208,75,7,N,Asia/Jakarta
3911,Tjilik Riwut,Palangkaraya,ID,PKY,WAOP,-2.225128,113.942661,82,7,N,Asia/Jakarta
6822,Militaerlager,S-Chanf,CH,,\N,46.6166,9.9833,5100,1,U,Europe/Zurich
3913,Wai Oti,Maumere,ID,MOF,WATC,-8.640647,122.236889,115,8,N,Asia/Makassar
3914,H Hasan Aroeboesman,Ende,ID,ENE,WATE,-8.849294,121.660644,49,8,N,Asia/Makassar
3915,Satar Tacik,Ruteng,ID,RTG,WATG,-8.597011,120.477061,3510,8,N,Asia/Makassar
3916,El Tari,Kupang,ID,KOE,WATT,-10.171583,123.671136,335,8,N,Asia/Makassar
3917,Mutiara Ii,Labuhan Bajo,ID,LBJ,WATO,-8.486656,119.88905,66,8,N,Asia/Makassar
3919,Sepinggan,Balikpapan,ID,BPN,WALL,-1.268272,116.894478,12,8,N,Asia/Makassar
3920,Juwata,Taraken,ID,TRK,WALR,3.326694,117.565569,20,8,N,Asia/Makassar
3921,Temindung,Samarinda,ID,SRI,WALS,-0.484531,117.157111,33,8,N,Asia/Makassar
3922,Tanjung Santan,Tanjung Santan,ID,,WALT,-0.093215,117.439292,121,8,N,Asia/Makassar
3923,Selaparang,Mataram,ID,AMI,WADA,-8.560708,116.094656,52,8,N,Asia/Makassar
3924,Muhammad Salahuddin,Bima,ID,BMU,WADB,-8.539647,118.687322,3,8,N,Asia/Makassar
6799,Krems Langenlois,Krems,AT,,LOAG,48.446075,15.631243,1022,1,E,Europe/Vienna
3927,Mau Hau,Waingapu,ID,WGP,WADW,-9.669217,120.302006,33,8,N,Asia/Makassar
3928,Juanda,Surabaya,ID,SUB,WARR,-7.379831,112.786858,9,7,N,Asia/Jakarta
3929,Adi Sumarmo Wiryokusumo,Solo City,ID,SOC,WARQ,-7.516089,110.756892,421,7,N,Asia/Jakarta
3931,Chiang Mai Intl,Chiang Mai,TH,CNX,VTCC,18.766847,98.962644,1036,7,U,Asia/Bangkok
3932,Chiang Rai Intl,Chiang Rai,TH,CEI,VTCT,19.952342,99.882928,1280,7,U,Asia/Bangkok
3933,Nakhon Si Thammarat,Nakhon Si Thammarat,TH,NST,VTSF,8.539617,99.944725,13,7,U,Asia/Bangkok
3940,Bali Ngurah Rai,Denpasar,ID,DPS,WADD,-8.748169,115.167172,14,8,N,Asia/Makassar
3935,Nakhon Ratchasima,Nakhon Ratchasima,TH,NAK,VTUQ,14.949497,102.312736,765,7,U,Asia/Bangkok
3936,Nakhon Phanom,Nakhon Phanom,TH,KOP,VTUW,17.383794,104.643022,587,7,U,Asia/Bangkok
3937,Ubon Ratchathani,Ubon Ratchathani,TH,UBP,VTUU,15.251278,104.870231,406,7,U,Asia/Bangkok
3938,Khon Kaen,Khon Kaen,TH,KKC,VTUK,16.466628,102.783661,670,7,U,Asia/Bangkok
3939,Sukhothai,Sukhothai,TH,THS,VTPO,17.237992,99.818183,179,7,U,Asia/Bangkok
3941,Eleftherios Venizelos Intl,Athens,GR,ATH,LGAV,37.936358,23.944467,308,2,E,Europe/Athens
3942,Chubu Centrair Intl,Nagoya,JP,NGO,RJGG,34.858414,136.805408,15,9,U,Asia/Tokyo
3943,Kobe,Kobe,JP,UKB,RJBE,34.632778,135.223889,22,9,U,Asia/Tokyo
3944,Pullman-Moscow Rgnl,Pullman,US,PUW,KPUW,46.743861,-117.109583,2556,-8,A,America/Los_Angeles
3945,Lewiston Nez Perce Co,Lewiston,US,LWS,KLWS,46.3745,-117.015389,1442,-8,A,America/Los_Angeles
3946,Elmira Corning Rgnl,Elmira,US,ELM,KELM,42.159889,-76.891611,954,-5,A,America/New_York
3947,Ithaca Tompkins Rgnl,Ithaca,US,ITH,KITH,42.491028,-76.458444,1099,-5,A,America/New_York
3948,Monterey Peninsula,Monterey,US,MRY,KMRY,36.587,-121.842944,257,-8,A,America/Los_Angeles
3949,Santa Barbara Muni,Santa Barbara,US,SBA,KSBA,34.426211,-119.840372,10,-8,A,America/Los_Angeles
3950,Daytona Beach Intl,Daytona Beach,US,DAB,KDAB,29.179917,-81.058056,34,-5,A,America/New_York
8421,Taoyuan Station,Zhongli,TW,,\N,25.013092,121.215216,250,8,N,Asia/Taipei
3952,Liepaja Intl,Liepaja,LV,LPX,EVLA,56.5175,21.096944,16,2,E,Europe/Riga
3953,Riga Intl,Riga,LV,RIX,EVRA,56.923611,23.971111,34,2,E,Europe/Riga
3954,Siauliai Intl,Siauliai,LT,SQQ,EYSA,55.893886,23.394975,443,2,E,Europe/Vilnius
3955,Barysiai,Barysiai,LT,HLJ,EYSB,56.070556,23.558056,270,2,E,Europe/Vilnius
3956,Kaunas Intl,Kaunas,LT,KUN,EYKA,54.963919,24.084778,256,2,E,Europe/Vilnius
3957,S. Darius,Kaunas,LT,,EYKS,54.879792,23.881511,246,2,E,Europe/Vilnius
3958,Palanga Intl,Palanga,LT,PLQ,EYPA,55.973228,21.093856,33,2,E,Europe/Vilnius
3959,Vilnius Intl,Vilnius,LT,VNO,EYVI,54.634133,25.285767,646,2,E,Europe/Vilnius
3960,Pajuostis,Panevezys,LT,PNV,EYPP,55.729444,24.460833,197,2,E,Europe/Vilnius
3962,Erebuni,Yerevan,AM,,UDYE,40.122114,44.464992,2948,4,E,Asia/Yerevan
3963,Stepanavan,Stepanavan,AM,,UDLS,41.04845,44.337172,4836,4,E,Asia/Yerevan
3964,Zvartnots,Yerevan,AM,EVN,UDYZ,40.147275,44.395881,2838,4,E,Asia/Yerevan
3965,Gyumri,Gyumri,AM,LWN,UDSG,40.750369,43.859342,5000,4,E,Asia/Yerevan
3966,Assab Intl,Assab,ER,ASA,HHSB,13.071783,42.645006,46,3,U,Africa/Asmera
3967,Asmara Intl,Asmara,ER,ASM,HHAS,15.291853,38.910667,7661,3,U,Africa/Asmera
3968,Massawa Intl,Massawa,ER,MSW,HHMS,15.669989,39.370103,194,3,U,Africa/Asmera
3969,Yasser Arafat Intl,Gaza,PS,GZA,LVGZ,31.246389,34.276111,320,2,U,Asia/Gaza
3974,Riyan,Mukalla,YD,RIY,OYRN,14.662639,49.375028,54,3,U,Asia/Aden
3971,Batumi,Batumi,GE,BUS,UGSB,41.610278,41.599694,105,4,N,Asia/Tbilisi
3972,Kopitnari,Kutaisi,GE,KUT,UGKO,42.176653,42.482583,223,4,N,Asia/Tbilisi
3973,Tbilisi,Tbilisi,GE,TBS,UGTB,41.669167,44.954722,1624,4,N,Asia/Tbilisi
3975,Taiz Intl,Taiz,YD,TAI,OYTZ,13.685964,44.139056,4838,3,U,Asia/Aden
3976,Hodeidah Intl,Hodeidah,YD,HOD,OYHD,14.753,42.976336,41,3,U,Asia/Aden
3977,Aden Intl,Aden,YD,ADE,OYAA,12.829542,45.028792,7,3,U,Asia/Aden
3978,Ataq,Ataq,YD,AXK,OYAT,14.551322,46.826183,3735,3,U,Asia/Aden
3979,Al Ghaidah Intl,Al Ghaidah Intl,YD,AAY,OYGD,16.191667,52.175,134,3,U,Asia/Aden
3980,Sanaa Intl,Sanaa,YD,SAH,OYSN,15.476258,44.219739,7216,3,U,Asia/Aden
3986,Allgau,Memmingen,DE,FMM,EDJA,47.988758,10.2395,2077,1,E,Europe/Berlin
3982,Beihan,Beihan,YD,BHN,OYBN,14.781972,45.720083,3800,3,U,Asia/Aden
6863,RK Heliplex,Panorama,CA,,\N,50.2735,-116.14,358,-7,A,America/Edmonton
3984,Socotra Intl,Socotra,YD,SCT,OYSQ,12.630672,53.905778,146,3,U,Asia/Aden
3985,Al Badie,Al Badie,YD,,OYBA,18.719311,50.836911,908,3,U,Asia/Aden
3987,Kapadokya,Nevsehir,TR,NAV,LTAZ,38.771867,34.53455,3100,2,E,Europe/Istanbul
3988,Ministro Pistarini,Buenos Aires,AR,EZE,SAEZ,-34.822222,-58.535833,67,-3,N,America/Cordoba
3989,Erbil Intl,Erbil,IQ,EBL,ORER,36.237611,43.963158,1341,3,U,Asia/Baghdad
3990,Emerald,Emerald,AU,EMD,YEML,-23.5675,148.179167,624,10,O,Australia/Brisbane
3991,Ellinikon International Airport,Athens,GR,,LGAT,37.5354,23.4346,68,2,E,Europe/Athens
3992,Kansai,Osaka,JP,KIX,RJBB,34.4347222,135.244167,49,9,U,Asia/Tokyo
3993,Wall Street Heliport,New York,US,JRB,KJRB,40.701214,-74.009028,7,-5,A,America/New_York
3994,Tagbilaran,Tagbilaran,PH,TAG,RPVT,9.66408056,123.853247,38,8,N,Asia/Manila
3995,Ilulissat,Ilulissat,GL,JAV,BGJN,69.23444,-51.05111,2,-3,E,America/Godthab
3996,Qasigiannguit,Qasigiannguit,GL,JCH,BGCH,68.833336,-51,2,-3,E,America/Godthab
3997,Aasiaat,Aasiaat,GL,JEG,BGEM,68.7,-52.75,2,-3,E,America/Godthab
3998,Son Sant Joan,Palma de Mallorca,ES,PMI,LEPA,39.55361,2.727778,24,1,E,Europe/Madrid
3999,Darwin Intl,Darwin,AU,DRW,YPDN,-12.4083333,130.87266,103,9.5,N,Australia/Darwin
4000,Surat Thani,Surat Thani,TH,URT,VTSB,9.1325,99.135556,286,7,U,Asia/Bangkok
4001,Bagan Intl,Nyuang U,MM,NYU,VYBR,21.173833266,94.9246666,290,6.5,U,Asia/Rangoon
4002,Godofredo P,Caticlan,PH,MPH,RPXE,11.9214999,121.953,20,8,N,Asia/Manila
4003,Bimini North Seaplane Base,Bimini,BS,NSB,\N,25.767,-79.25,0,-5,U,America/Nassau
4004,Talkeetna,Talkeetna,US,TKA,PATK,62.3205,-150.093694,358,-9,A,America/Anchorage
4005,Xewkija Heliport,Gozo,MT,GZM,LMMG,36.027222,14.272778,300,1,E,Europe/Malta
4006,Tweed-New Haven Airport,New Haven,US,HVN,KHVN,41.26375,-72.886806,14,-5,A,America/New_York
4007,Asheville Regional Airport,Asheville,US,AVL,KAVL,35.436194,-82.541806,2165,-5,A,America/New_York
4008,Piedmont Triad,Greensboro,US,GSO,KGSO,36.09775,-79.937306,925,-5,A,America/New_York
4009,Sioux Falls,Sioux Falls,US,FSD,KFSD,43.582014,-96.741914,1429,-6,A,America/Chicago
4010,Ayers Rock,Uluru,AU,AYQ,YAYE,-25.186111,130.975556,1626,9.5,N,Australia/Darwin
4011,Manchester Regional Airport,Manchester NH,US,MHT,KMHT,42.932556,-71.435667,266,-5,A,America/New_York
4012,Naples Muni,Naples,US,APF,KAPF,26.152619,-81.775294,8,-5,A,America/New_York
4013,Redang,Redang,MY,RDN,WMPR,5.76528,103.007,10,8,N,Asia/Kuala_Lumpur
4014,Louisville International Airport,Louisville,US,SDF,KSDF,38.1740858,-85.7364989,501,-5,A,America/New_York
4015,Charlottesville-Albemarle,Charlottesville VA,US,CHO,KCHO,38.138639,-78.452861,639,-5,A,America/New_York
4016,Roanoke Regional,Roanoke VA,US,ROA,KROA,37.325472,-79.975417,1175,-5,A,America/New_York
4017,Blue Grass,Lexington KY,US,LEX,KLEX,38.0365,-84.605889,979,-5,A,America/New_York
4018,Evansville Regional,Evansville,US,EVV,KEVV,38.036997,-87.532364,418,-6,A,America/Chicago
4019,Albuquerque International Sunport,Albuquerque,US,ABQ,KABQ,35.0402222,-106.6091944,5355,-7,A,America/Denver
4020,Gallatin Field,Bozeman,US,BZN,KBZN,45.777643,-111.160151,4500,-7,A,America/Denver
4021,Billings Logan International Airport,Billings,US,BIL,KBIL,45.80921,-108.537654,3652,-7,A,America/Denver
4022,Bert Mooney Airport,Butte,US,BTM,KBTM,45.954806,-112.497472,5550,-7,A,America/Denver
4023,Cherry Capital Airport,Traverse City,US,TVC,KTVC,44.741445,-85.582235,624,-5,A,America/New_York
4024,Mundo Maya International,Flores,GT,FRS,MGTK,16.913819,-89.866383,427,-6,U,America/Guatemala
4025,Hancock County - Bar Harbor,Bar Harbor,US,BHB,KBHB,44.4497689,-68.3615653,83,-5,A,America/New_York
4026,Knox County Regional Airport,Rockland,US,RKD,KRKD,44.0601111,-69.0992303,56,-5,A,America/New_York
4027,Jackson Hole Airport,Jacksn Hole,US,JAC,KJAC,43.607333333,-110.73775,6451,-7,A,America/Denver
4028,Chicago Rockford International Airport ,Rockford,US,RFD,KRFD,42.1953611,-89.0972222,742,-6,A,America/Chicago
4029,Domododevo,Moscow,RU,DME,UUDD,55.408611,37.906111,588,4,N,Europe/Moscow
4030,Phoenix International,Sanya,CN,SYX,ZJSY,18.302897,109.412272,92,8,U,Asia/Chongqing
4031,Milford Sound Airport,Milford Sound,NZ,MFN,NZMF,-44.67333,167.92333,10,12,Z,Pacific/Auckland
4032,East 34th Street Heliport,New York,US,TSS,NONE,40.7425,-73.971944,10,-5,A,America/New_York
4033,Lijiang Airport,Lijiang,CN,LJG,ZPLJ,26.883333,100.23333,7923,8,U,Asia/Chongqing
4034,Greenville-Spartanburg International,Greenville,US,GSP,KGSP,34.895556,-82.218889,964,-5,A,America/New_York
4035,Cologne Railway,Cologne,DE,QKL,\N,50.9425,6.958056,100,1,E,Europe/Berlin
4036,Stuttgart Railway Station,Stuttgart,DE,ZWS,\N,48.783611,9.181667,200,1,E,Europe/Berlin
4037,Central Illinois Rgnl,Bloomington,US,BMI,KBMI,40.477111,-88.915917,871,-6,A,America/Chicago
4038,Gulfport-Biloxi,Gulfport,US,GPT,KGPT,30.407278,-89.070111,28,-6,A,America/Chicago
4039,Kalamazoo,Kalamazoo,US,AZO,KAZO,42.234875,-85.552058,874,-5,A,America/New_York
4040,Toledo,Toledo,US,TOL,KTOL,41.586806,-83.807833,684,-5,A,America/New_York
