Id,Name,City,CountryId,IATA,ICAO,Latitude,Longitude,Altitude,Offset,DST,TimeZone
1802,Tepic,Tepic,MX,TPQ,MMEP,21.419453,-104.842581,3020,-7,S,America/Mazatlan
1803,Ensenada,Ensenada,MX,ESE,MMES,31.795281,-116.602772,66,-8,S,America/Tijuana
1804,Don Miguel Hidalgo Y Costilla Intl,Guadalajara,MX,GDL,MMGL,20.5218,-103.311167,5016,-6,S,America/Mexico_City
1805,General Jose Maria Yanez Intl,Guaymas,MX,GYM,MMGM,27.968983,-110.925169,59,-7,S,America/Hermosillo
1806,Tehuacan,Tehuacan,MX,TCN,MMHC,18.497189,-97.419942,5509,-6,S,America/Mexico_City
1807,General Ignacio P Garcia Intl,Hermosillo,MX,HMO,MMHO,29.095858,-111.047858,627,-7,S,America/Hermosillo
1808,Colima,Colima,MX,CLQ,MMIA,19.277011,-103.577397,2467,-6,S,America/Mexico_City
1809,Isla Mujeres,Isla Mujeres,MX,ISJ,MMIM,21.245033,-86.739967,7,-6,S,America/Mexico_City
1810,Plan De Guadalupe Intl,Saltillo,MX,SLW,MMIO,25.549497,-100.928669,4778,-6,S,America/Mexico_City
1811,Ixtepec,Iztepec,MX,,MMIT,16.449336,-95.093697,164,-6,S,America/Mexico_City
1813,Lazaro Cardenas,Lazard Cardenas,MX,LZC,MMLC,18.001731,-102.220525,39,-6,S,America/Mexico_City
1814,Valle Del Fuerte Intl,Los Mochis,MX,LMM,MMLM,25.685194,-109.080806,16,-7,S,America/Mazatlan
1815,Guanajuato Intl,Del Bajio,MX,BJX,MMLO,20.993464,-101.480847,5956,-6,S,America/Mexico_City
1816,General Manuel Marquez De Leon Intl,La Paz,MX,LAP,MMLP,24.072694,-110.362475,69,-7,S,America/Mazatlan
1817,Loreto Intl,Loreto,MX,LTO,MMLT,25.989194,-111.348361,34,-7,S,America/Mazatlan
1818,General Servando Canales Intl,Matamoros,MX,MAM,MMMA,25.769894,-97.525311,25,-6,S,America/Mexico_City
1819,Licenciado Manuel Crescencio Rejon Int,Merida,MX,MID,MMMD,20.936981,-89.657672,38,-6,S,America/Mexico_City
1820,General Rodolfo Sanchez Taboada Intl,Mexicali,MX,MXL,MMML,32.630634,-115.241637,74,-8,S,America/Tijuana
1821,General Francisco J Mujica Intl,Morelia,MX,MLM,MMMM,19.849944,-101.0255,6033,-6,S,America/Mexico_City
1822,Minatitlan,Minatitlan,MX,MTT,MMMT,18.103419,-94.580681,36,-6,S,America/Mexico_City
1823,Monclova Intl,Monclova,MX,LOV,MMMV,26.955733,-101.470136,1864,-6,S,America/Mexico_City
1824,Licenciado Benito Juarez Intl,Mexico City,MX,MEX,MMMX,19.436303,-99.072097,7316,-6,S,America/Mexico_City
1825,General Mariano Escobedo Intl,Monterrey,MX,MTY,MMMY,25.778489,-100.106878,1278,-6,S,America/Mexico_City
1826,General Rafael Buelna Intl,Mazatlan,MX,MZT,MMMZ,23.161356,-106.266072,38,-7,S,America/Mazatlan
1827,Nogales Intl,Nogales,MX,NOG,MMNG,31.226083,-110.975831,3990,-7,S,America/Hermosillo
1828,Quetzalcoatl Intl,Nuevo Laredo,MX,NLD,MMNL,27.443918,-99.57046,484,-6,S,America/Mexico_City
1829,Xoxocotlan Intl,Oaxaca,MX,OAX,MMOX,16.999906,-96.726639,4989,-6,S,America/Mexico_City
1830,Tajin,Poza Rico,MX,PAZ,MMPA,20.602671,-97.460839,497,-6,S,America/Mexico_City
1831,Hermanos Serdan Intl,Puebla,MX,PBC,MMPB,19.158144,-98.371447,7361,-6,S,America/Mexico_City
1832,Ingeniero Juan Guillermo Villasana,Pachuca,MX,PCA,MMPC,20.0772,-98.782814,7600,-6,S,America/Mexico_City
1833,Puerto Penasco,Punta Penasco,MX,PPE,MMPE,31.351878,-113.525728,30,-7,S,America/Hermosillo
1834,Piedras Negras Intl,Piedras Negras,MX,PDS,MMPG,28.627394,-100.535211,901,-6,S,America/Mexico_City
1835,Licenciado Y Gen Ignacio Lopez Rayon,Uruapan,MX,UPN,MMPN,19.396692,-102.039056,5258,-6,S,America/Mexico_City
1836,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,MX,PVR,MMPR,20.680083,-105.254167,23,-6,S,America/Mexico_City
1837,Puerto Escondido Intl,Puerto Escondido,MX,PXM,MMPS,15.876861,-97.089117,294,-6,S,America/Mexico_City
1838,Queretaro Intercontinental,Queretaro,MX,QRO,MMQT,20.617289,-100.185658,6296,-6,S,America/Mexico_City
1839,General Lucio Blanco Intl,Reynosa,MX,REX,MMRX,26.008908,-98.228513,139,-6,S,America/Mexico_City
1840,Los Cabos Intl,San Jose Del Cabo,MX,SJD,MMSD,23.15185,-109.721044,374,-7,S,America/Mazatlan
1841,San Felipe Intl,San Filipe,MX,,MMSF,30.930222,-114.808639,148,-8,S,America/Tijuana
1842,Ponciano Arriaga Intl,San Luis Potosi,MX,SLP,MMSP,22.254303,-100.930806,6035,-6,S,America/Mexico_City
1843,Tlaxcala,Tlaxcala,MX,TXA,MMTA,19.537964,-98.173467,8229,-6,S,America/Mexico_City
1844,General Div P A Angel H Corzo Molina,Tuxtla Gutierrez,MX,,MMTB,16.739919,-93.173297,1909,-6,S,America/Mexico_City
1845,Torreon Intl,Torreon,MX,TRC,MMTC,25.568278,-103.410583,3688,-6,S,America/Mexico_City
1846,Angel Albino Corzo,Tuxtla Gutierrez,MX,TGZ,MMTG,16.561822,-93.026081,1491,-6,S,America/Mexico_City
1847,General Abelardo L Rodriguez Intl,Tijuana,MX,TIJ,MMTJ,32.541064,-116.970158,489,-8,S,America/Tijuana
1848,General Francisco Javier Mina Intl,Tampico,MX,TAM,MMTM,22.29645,-97.865931,80,-6,S,America/Mexico_City
1849,Tamuin,Tamuin,MX,TSL,MMTN,22.038292,-98.806503,164,-6,S,America/Mexico_City
1850,Licenciado Adolfo Lopez Mateos Intl,Toluca,MX,TLC,MMTO,19.337072,-99.566008,8466,-6,S,America/Mexico_City
1851,Tapachula Intl,Tapachula,MX,TAP,MMTP,14.794339,-92.370025,97,-6,S,America/Mexico_City
1852,Cancun Intl,Cancun,MX,CUN,MMUN,21.036528,-86.877083,20,-6,S,America/Mexico_City
1853,C P A Carlos Rovirosa Intl,Villahermosa,MX,VSA,MMVA,17.997,-92.817361,46,-6,S,America/Mexico_City
1854,General Heriberto Jara Intl,Vera Cruz,MX,VER,MMVR,19.145931,-96.187267,90,-6,S,America/Mexico_City
1855,General Leobardo C Ruiz Intl,Zacatecas,MX,ZCL,MMZC,22.897112,-102.68689,7141,-6,S,America/Mexico_City
1856,Ixtapa Zihuatanejo Intl,Zihuatanejo,MX,ZIH,MMZH,17.601569,-101.460536,26,-6,S,America/Mexico_City
1857,Zamora,Zamora,MX,ZMM,MMZM,20.045036,-102.275955,5141,-6,S,America/Mexico_City
1858,Playa De Oro Intl,Manzanillo,MX,ZLO,MMZO,19.144778,-104.558631,30,-6,S,America/Mexico_City
1859,Zapopan,Zapopan,MX,,MMZP,20.755833,-103.465278,5333,-6,S,America/Mexico_City
1860,Bluefields,Bluefields,NI,BEF,MNBL,11.990961,-83.774086,41,-6,U,America/Managua
1861,Los Brasiles,Los Brasiles,NI,,MNBR,12.190044,-86.353872,262,-6,U,America/Managua
1862,Leon,Leon,NI,,MNLN,12.428028,-86.902361,328,-6,U,America/Managua
1863,Managua Intl,Managua,NI,MGA,MNMG,12.141494,-86.168178,194,-6,U,America/Managua
1864,Puerto Cabezas,Puerto Cabezas,NI,PUZ,MNPC,14.047194,-83.386722,69,-6,U,America/Managua
1865,Bocas Del Toro Intl,Bocas Del Toro,PA,BOC,MPBO,9.340853,-82.250842,10,-5,U,America/Panama
1866,Cap Manuel Nino Intl,Changuinola,PA,CHX,MPCH,9.458636,-82.516806,19,-5,U,America/Panama
1867,Enrique Malek Intl,David,PA,DAV,MPDA,8.391003,-82.434992,89,-5,U,America/Panama
1868,Howard,Howard,PA,HOW,MPHO,8.914794,-79.599633,52,-5,U,America/Panama
1869,Marcos A Gelabert Intl,Panama,PA,PAC,MPMG,8.973339,-79.555583,31,-5,U,America/Panama
1870,Ruben Cantu,Santiago,PA,,MPSA,8.085597,-80.945253,272,-5,U,America/Panama
1871,Tocumen Intl,Panama City,PA,PTY,MPTO,9.071364,-79.383453,135,-5,U,America/Panama
1872,Buenos Aires,Buenos Aires,CR,,MRBA,9.163606,-83.329872,1214,-6,U,America/Costa_Rica
6877,North Las Vegas Airport,Las Vegas,US,VGT,\N,36.2106944,-115.1944444,2205,-8,U,America/Los_Angeles
1874,Coto 47,Coto 47,CR,OTR,MRCC,8.601556,-82.968614,26,-6,U,America/Costa_Rica
1875,Chacarita,Chacarita,CR,,MRCH,9.981408,-84.772736,7,-6,U,America/Costa_Rica
6876,Brown County Airport,Georgetown,US,,KGEO,38.8819456,-83.8827367,958,-5,U,America/New_York
1877,El Carmen De Siquirres,El Carmen,CR,,MREC,10.202033,-83.472167,56,-6,U,America/Costa_Rica
1878,Nuevo Palmar Sur,Finca 10,CR,,MRFI,8.916347,-83.507267,49,-6,U,America/Costa_Rica
1879,Golfito,Golfito,CR,GLF,MRGF,8.653775,-83.180544,49,-6,U,America/Costa_Rica
1880,Guapiles,Guapiles,CR,,MRGP,10.217194,-83.797003,883,-6,U,America/Costa_Rica
1881,Daniel Oduber Quiros Intl,Liberia,CR,LIR,MRLB,10.593289,-85.544408,270,-6,U,America/Costa_Rica
1882,Los Chiles,Los Chiles,CR,,MRLC,11.035277,-84.706108,131,-6,U,America/Costa_Rica
1883,Limon Intl,Limon,CR,LIO,MRLM,9.957961,-83.022006,7,-6,U,America/Costa_Rica
1884,Nosara,Nosara Beach,CR,NOB,MRNS,9.97649,-85.653,33,-6,U,America/Costa_Rica
1885,Juan Santamaria Intl,San Jose,CR,SJO,MROC,9.993861,-84.208806,3021,-6,U,America/Costa_Rica
1886,Pandora,Pandora,CR,,MRPD,9.732169,-82.983214,98,-6,U,America/Costa_Rica
1887,Palmar Sur,Palmar Sur,CR,PMZ,MRPM,8.951025,-83.468583,49,-6,U,America/Costa_Rica
1889,La Managua,Quepos,CR,XQP,MRQP,9.443164,-84.129772,85,-6,U,America/Costa_Rica
1890,Santa Clara De Guapiles,Santa Clara,CR,,MRSG,10.288278,-83.713519,262,-6,U,America/Costa_Rica
1891,San Vito De Java,San Vito De Jaba,CR,,MRSV,8.826111,-82.958885,3228,-6,U,America/Costa_Rica
1892,El Salvador Intl,San Salvador,SV,SAL,MSLP,13.440947,-89.055728,101,-6,U,America/El_Salvador
1893,Ilopango Intl,San Salvador,SV,,MSSS,13.699492,-89.119861,2021,-6,U,America/El_Salvador
1894,Cayes,Cayes,HT,,MTCA,18.271103,-73.788289,203,-5,U,America/Port-au-Prince
1895,Cap Haitien Intl,Cap Haitien,HT,CAP,MTCH,19.732989,-72.194739,10,-5,U,America/Port-au-Prince
1896,Jacmel,Jacmel,HT,,MTJA,18.241083,-72.5185,167,-5,U,America/Port-au-Prince
1897,Toussaint Louverture Intl,Port-au-prince,HT,PAP,MTPP,18.58005,-72.292542,122,-5,U,America/Port-au-Prince
1898,Gustavo Rizo,Baracoa Playa,CU,BCA,MUBA,20.365317,-74.506206,26,-5,U,America/Havana
1899,Carlos Manuel De Cespedes,Bayamo,CU,BYM,MUBY,20.396331,-76.621494,203,-5,U,America/Havana
1900,Maximo Gomez,Ciego De Avila,CU,AVI,MUCA,22.027053,-78.789617,335,-5,U,America/Havana
1901,Jardines Del Rey,Cunagua,CU,,MUCC,22.460986,-78.328422,13,-5,U,America/Havana
1902,Jaime Gonzalez,Cienfuegos,CU,CFG,MUCF,22.15,-80.414167,102,-5,U,America/Havana
1903,Vilo Acuna Intl,Cayo Largo del Sur,CU,CYO,MUCL,21.616453,-81.545989,10,-5,U,America/Havana
1904,Ignacio Agramonte Intl,Camaguey,CU,CMW,MUCM,21.420428,-77.847433,413,-5,U,America/Havana
1905,Antonio Maceo Intl,Santiago De Cuba,CU,SCU,MUCU,19.969769,-75.835414,249,-5,U,America/Havana
1906,Florida,Florida,CU,,MUFL,21.499722,-78.202778,197,-5,U,America/Havana
1907,Guantanamo Bay Ns,Guantanamo,CU,,MUGM,19.906458,-75.207056,56,-5,U,\N
1908,Mariana Grajales,Guantanamo,CU,GAO,MUGT,20.085419,-75.158328,56,-5,U,America/Havana
1909,Jose Marti Intl,Havana,CU,HAV,MUHA,22.989153,-82.409086,210,-5,U,America/Havana
1910,Frank Pais Intl,Holguin,CU,HOG,MUHG,20.785589,-76.315108,361,-5,U,America/Havana
1911,La Coloma,La Coloma,CU,LCL,MULM,22.336261,-83.642111,131,-5,U,America/Havana
1912,Orestes Acosta,Moa,CU,MOA,MUMO,20.654114,-74.922114,16,-5,U,America/Havana
1913,Sierra Maestra,Manzanillo,CU,MZO,MUMZ,20.288172,-77.0893,112,-5,U,America/Havana
1914,Rafael Cabrera,Nueva Gerona,CU,GER,MUNG,21.834689,-82.783819,79,-5,U,America/Havana
1915,Playa Baracoa,Baracoa Playa,CU,,MUPB,23.032778,-82.579444,102,-5,U,America/Havana
1916,Pinar Del Rio,Pinar Del Rio Norte,CU,,MUPR,22.421356,-83.678428,131,-5,U,America/Havana
1917,San Antonio De Los Banos,San Antonio De Banos,CU,,MUSA,22.871529,-82.509308,164,-5,U,America/Havana
1918,Abel Santamaria,Santa Clara,CU,SNU,MUSC,22.492192,-79.943611,338,-5,U,America/Havana
1919,Santa Lucia,Santa Lucia,CU,,MUSL,21.509453,-77.020375,13,-5,U,America/Havana
1920,Siguanea,Siguanea,CU,,MUSN,21.642525,-82.955114,39,-5,U,America/Havana
1921,Sancti Spiritus,Sancti Spiritus,CU,,MUSS,21.969969,-79.442692,295,-5,U,America/Havana
6875,Grand Geneva Resort Airport,Lake Geneva,US,C02,\N,42.6149167,-88.3895833,835,-6,U,America/Chicago
1923,Juan Gualberto Gomez Intl,Varadero,CU,VRA,MUVR,23.034445,-81.435278,210,-5,U,America/Havana
1924,Hermanos Ameijeiras,Las Tunas,CU,VTU,MUVT,20.987642,-76.9358,328,-5,U,America/Havana
1925,Gerrard Smith Intl,Cayman Barac,KY,CYB,MWCB,19.686981,-79.882789,8,-5,U,America/Cayman
1926,Owen Roberts Intl,Georgetown,KY,GCM,MWCR,19.292778,-81.35775,8,-5,U,America/Cayman
1927,Clarence A Bain,Clarence Bain,BS,,MYAB,24.287664,-77.684614,19,-5,U,America/Nassau
1928,Fresh Creek,Andros Town,BS,ASD,MYAF,24.698283,-77.795611,5,-5,U,America/Nassau
1930,Marsh Harbour,Marsh Harbor,BS,MHH,MYAM,26.511406,-77.083472,6,-5,U,America/Nassau
1931,San Andros,San Andros,BS,SAQ,MYAN,25.053814,-78.048997,5,-5,U,America/Nassau
1932,Spring Point,Spring Point,BS,AXP,MYAP,22.441828,-73.970858,11,-5,U,America/Nassau
1933,Sandy Point,Sandy Point,BS,,MYAS,26.004639,-77.395483,8,-5,U,America/Nassau
1934,Treasure Cay,Treasure Cay,BS,TCB,MYAT,26.745336,-77.391269,8,-5,U,America/Nassau
1935,Chub Cay,Chub Cay,BS,CCZ,MYBC,25.417108,-77.88085,5,-5,U,America/Nassau
1936,Great Harbour Cay,Bullocks Harbour,BS,,MYBG,25.738331,-77.840114,18,-5,U,America/Nassau
1937,South Bimini,Alice Town,BS,BIM,MYBS,25.699881,-79.264656,10,-5,U,America/Nassau
6874,De Kalb Taylor Municipal Airport,De Kalb,US,DKB,\N,41.9338342,-88.7056864,914,-6,U,America/Chicago
1941,Exuma Intl,Great Exuma,BS,GGT,MYEF,23.562631,-75.877958,9,-5,U,America/Nassau
1942,George Town,George Town,BS,,MYEG,23.466667,-75.78167,5,-5,U,America/Nassau
1943,North Eleuthera,North Eleuthera,BS,ELH,MYEH,25.474861,-76.683489,13,-5,U,America/Nassau
1944,Governors Harbour,Governor's Harbor,BS,GHB,MYEM,25.284706,-76.331011,26,-5,U,America/Nassau
1945,Normans Cay,Norman's Cay,BS,,MYEN,24.594258,-76.820214,8,-5,U,America/Nassau
1946,Rock Sound,Rock Sound,BS,RSD,MYER,24.8917,-76.177739,10,-5,U,America/Nassau
1947,Staniel Cay,Staniel Cay,BS,,MYES,24.169083,-76.439056,5,-5,U,America/Nassau
1948,Grand Bahama Intl,Freeport,BS,FPO,MYGF,26.558686,-78.695553,7,-5,U,America/Nassau
1949,Matthew Town,Matthew Town,BS,IGA,MYIG,20.975,-73.666862,8,-5,U,America/Nassau
1950,Deadmans Cay,Dead Man's Cay,BS,LGI,MYLD,23.179014,-75.093597,9,-5,U,America/Nassau
1951,Stella Maris,Stella Maris,BS,SML,MYLS,23.581444,-75.270475,10,-5,U,America/Nassau
1952,Mayaguana,Mayaguana,BS,MYG,MYMM,22.379528,-73.0135,11,-5,U,America/Nassau
1953,Lynden Pindling Intl,Nassau,BS,NAS,MYNN,25.038958,-77.466231,16,-5,U,America/Nassau
1954,Duncan Town,Duncan Town,BS,,MYRD,22.181803,-75.729456,6,-5,U,America/Nassau
1955,New Port Nelson,Port Nelson,BS,,MYRP,23.684378,-74.836186,15,-5,U,America/Nassau
1956,San Salvador,Cockburn Town,BS,ZSA,MYSM,24.063275,-74.523967,24,-5,U,America/Nassau
1957,Philip S W Goldson Intl,Belize City,BZ,BZE,MZBZ,17.539144,-88.308203,15,-6,U,America/Belize
1958,Aitutaki,Aitutaki,CK,AIT,NCAI,-18.830922,-159.764233,14,-10,U,Pacific/Rarotonga
1959,Rarotonga Intl,Avarua,CK,RAR,NCRG,-21.202739,-159.805556,19,-10,U,Pacific/Rarotonga
1960,Nadi Intl,Nandi,FJ,NAN,NFFN,-17.755392,177.443378,59,12,U,Pacific/Fiji
1961,Nausori Intl,Nausori,FJ,SUV,NFNA,-18.043267,178.559228,17,12,U,Pacific/Fiji
1963,Fua Amotu Intl,Tongatapu,TO,TBU,NFTF,-21.241214,-175.149644,126,13,U,Pacific/Tongatapu
1964,Vavau Intl,Vava'u,TO,VAV,NFTV,-18.585336,-173.961717,236,13,U,Pacific/Tongatapu
1965,Bonriki Intl,Tarawa,KI,TRW,NGTA,1.381636,173.147036,9,12,U,Pacific/Tarawa
1966,Tabiteuea North,Tabiteuea North,KI,TBF,NGTE,-1.224469,174.775614,7,12,U,\N
6809,Maitland Airport,Maitland,AU,MTL,YMND,-32.7033,151.488,75,10,O,Australia/Sydney
1968,Wallis,Wallis,WF,WLS,NLWW,-13.238281,-176.199228,79,12,U,Pacific/Wallis
1969,Faleolo Intl,Faleolo,WS,APW,NSFA,-13.829969,-172.008336,58,13,U,Pacific/Apia
1970,Pago Pago Intl,Pago Pago,AS,PPG,NSTU,-14.331,-170.7105,32,-11,U,Pacific/Pago_Pago
1971,Rurutu,Rurutu,PF,RUR,NTAR,-22.434069,-151.360614,18,-10,U,\N
1972,Tubuai,Tubuai,PF,TUB,NTAT,-23.365353,-149.524072,7,-10,U,Pacific/Tahiti
1973,Anaa,Anaa,PF,AAA,NTGA,-17.352606,-145.509956,10,-10,U,Pacific/Tahiti
1974,Fangatau,Fangatau,PF,,NTGB,-15.819928,-140.88715,9,-10,U,Pacific/Tahiti
1975,Tikehau,Tikehau,PF,TIH,NTGC,-15.119617,-148.230697,6,-10,U,Pacific/Tahiti
1976,Reao,Reao,PF,REA,NTGE,-18.465861,-136.439706,12,-10,U,\N
1977,Fakarava,Fakarava,PF,FAV,NTGF,-16.05415,-145.656994,13,-10,U,Pacific/Tahiti
1978,Manihi,Manihi,PF,XMH,NTGI,-14.436764,-146.070056,14,-10,U,Pacific/Tahiti
1979,Totegegie,Totegegie,PF,GMR,NTGJ,-23.079861,-134.890333,7,-9,U,Pacific/Gambier
1980,Kaukura,Kaukura Atoll,PF,KKR,NTGK,-15.663333,-146.884769,11,-10,U,Pacific/Tahiti
1981,Makemo,Makemo,PF,MKP,NTGM,-16.583919,-143.658369,3,-10,U,Pacific/Tahiti
1982,Puka Puka,Puka Puka,PF,PKP,NTGP,-14.809458,-138.812811,5,-10,U,Pacific/Tahiti
1983,Takapoto,Takapoto,PF,TKP,NTGT,-14.709544,-145.245814,12,-10,U,Pacific/Tahiti
1984,Arutua,Arutua,PF,AXR,NTGU,-15.248289,-146.616708,9,-10,U,Pacific/Tahiti
1985,Mataiva,Mataiva,PF,MVT,NTGV,-14.868055,-148.717225,11,-10,U,Pacific/Tahiti
1986,Takaroa,Takaroa,PF,TKX,NTKR,-14.455781,-145.024542,13,-10,U,Pacific/Tahiti
1987,Nuku Hiva,Nuku Hiva,PF,NHV,NTMD,-8.795603,-140.228789,220,-9.5,U,Pacific/Marquesas
6873,Purude University Airport,Lafayette,US,LAF,\N,40.4123056,-86.9368889,606,-5,A,America/New_York
1989,Bora Bora,Bora Bora,PF,BOB,NTTB,-16.444378,-151.751286,10,-10,U,Pacific/Tahiti
1990,Rangiroa,Rangiroa,PF,RGI,NTTG,-14.954283,-147.6608,10,-10,U,Pacific/Tahiti
1991,Huahine,Huahine Island,PF,HUH,NTTH,-16.687242,-151.021667,7,-10,U,Pacific/Tahiti
1992,Moorea,Moorea,PF,MOZ,NTTM,-17.489972,-149.761869,9,-10,U,Pacific/Tahiti
1993,Hao,Hao Island,PF,HOI,NTTO,-18.074814,-140.945886,10,-10,U,\N
1994,Maupiti,Maupiti,PF,MAU,NTTP,-16.426486,-152.243669,15,-10,U,Pacific/Tahiti
1995,Raiatea,Raiatea Island,PF,RFP,NTTR,-16.722861,-151.465856,3,-10,U,Pacific/Tahiti
1997,Port Vila Bauerfield,Port-vila,VU,VLI,NVVV,-17.699325,168.319794,70,11,U,Pacific/Efate
1998,Kone,Kone,NC,KNQ,NWWD,-21.053428,164.837806,23,11,U,Pacific/Noumea
1999,Koumac,Koumac,NC,KOC,NWWK,-20.546314,164.255625,42,11,U,Pacific/Noumea
2000,Lifou,Lifou,NC,LIF,NWWL,-20.7748,167.239864,92,11,U,Pacific/Noumea
2001,Magenta,Noumea,NC,GEA,NWWM,-22.258278,166.472806,10,11,U,Pacific/Noumea
2002,Mare,Mare,NC,MEE,NWWR,-21.481678,168.037508,141,11,U,Pacific/Noumea
2003,Touho,Touho,NC,TOU,NWWU,-20.790028,165.259486,10,11,U,Pacific/Noumea
2004,Ouvea,Ouvea,NC,UVE,NWWV,-20.640556,166.572778,23,11,U,Pacific/Noumea
2005,La Tontouta,Noumea,NC,NOU,NWWW,-22.014553,166.212972,52,11,U,Pacific/Noumea
2006,Auckland Intl,Auckland,NZ,AKL,NZAA,-37.008056,174.791667,23,12,Z,Pacific/Auckland
2007,Taupo,Taupo,NZ,TUO,NZAP,-38.739723,176.084444,1335,12,Z,Pacific/Auckland
2008,Ardmore,Ardmore,NZ,AMZ,NZAR,-37.029722,174.973333,111,12,Z,Pacific/Auckland
2009,Christchurch Intl,Christchurch,NZ,CHC,NZCH,-43.489358,172.532225,123,12,Z,Pacific/Auckland
2010,Chatham Islands,Chatham Island,NZ,CHT,NZCI,-43.81,-176.457222,43,12.75,Z,Pacific/Chatham
2011,Dunedin,Dunedin,NZ,DUD,NZDN,-45.928055,170.198333,4,12,Z,Pacific/Auckland
2012,Gisborne,Gisborne,NZ,GIS,NZGS,-38.663333,177.978333,15,12,Z,Pacific/Auckland
2013,Glentanner,Glentanner,NZ,MON,NZGT,-43.906666,170.128333,1824,12,Z,Pacific/Auckland
2014,Hokitika,Hokitika,NZ,HKK,NZHK,-42.713611,170.985278,146,12,Z,Pacific/Auckland
2015,Hamilton,Hamilton,NZ,HLZ,NZHN,-37.866661,175.332056,172,12,Z,Pacific/Auckland
2016,Hastings,Hastings,NZ,,NZHS,-39.646667,176.766944,72,12,Z,Pacific/Auckland
2017,Kerikeri,Kerikeri,NZ,KKE,NZKK,-35.262779,173.911944,492,12,Z,Pacific/Auckland
2018,Kaitaia,Kaitaia,NZ,KAT,NZKT,-35.07,173.285278,270,12,Z,Pacific/Auckland
2019,Alexandra,Alexandra,NZ,ALR,NZLX,-45.211666,169.373333,752,12,Z,Pacific/Auckland
2020,Mount Cook,Mount Cook,NZ,GTN,NZMC,-43.764999,170.133333,2153,12,Z,Pacific/Auckland
2021,Manapouri,Manapouri,NZ,TEU,NZMO,-45.533056,167.65,687,12,Z,Pacific/Auckland
2022,Masterton,Masterton,NZ,MRO,NZMS,-40.973333,175.633611,364,12,Z,Pacific/Auckland
2023,New Plymouth,New Plymouth,NZ,NPL,NZNP,-39.008611,174.179167,97,12,Z,Pacific/Auckland
2024,Nelson,Nelson,NZ,NSN,NZNS,-41.298333,173.221111,17,12,Z,Pacific/Auckland
2025,Invercargill,Invercargill,NZ,IVC,NZNV,-46.412408,168.312992,5,12,Z,Pacific/Auckland
2026,Ohakea,Ohakea,NZ,,NZOH,-40.206039,175.387808,164,12,Z,Pacific/Auckland
2027,Oamaru,Oamaru,NZ,OAM,NZOU,-44.97,171.081667,99,12,Z,Pacific/Auckland
2028,Palmerston North,Palmerston North,NZ,PMR,NZPM,-40.320556,175.616944,151,12,Z,Pacific/Auckland
2029,Paraparaumu,Paraparaumu,NZ,PPQ,NZPP,-40.904722,174.989167,22,12,Z,Pacific/Auckland
2030,Queenstown,Queenstown International,NZ,ZQN,NZQN,-45.021111,168.739167,1171,12,Z,Pacific/Auckland
2031,Rotorua,Rotorua,NZ,ROT,NZRO,-38.109167,176.317222,935,12,Z,Pacific/Auckland
2032,Waiouru,Waiouru,NZ,,NZRU,-39.446389,175.658333,2686,12,Z,Pacific/Auckland
2033,South Pole Station,Stephen's Island,AQ,,NZSP,-89.999997,0,9300,12,U,Antarctica/South_Pole
2034,Tauranga,Tauranga,NZ,TRG,NZTG,-37.671944,176.19611,13,12,Z,Pacific/Auckland
2035,Timaru,Timaru,NZ,TIU,NZTU,-44.302778,171.225278,89,12,Z,Pacific/Auckland
2036,Pukaki,Pukaki,NZ,,NZUK,-44.235,170.118333,1575,12,Z,Pacific/Auckland
2037,Woodbourne,Woodbourne,NZ,BHE,NZWB,-41.518333,173.870278,109,12,Z,Pacific/Auckland
2038,Mcmurdo Station,Weydon,AQ,,NZWD,-77.867358,167.056572,68,12,N,Antarctica/South_Pole
2039,Wanaka,Wanaka,NZ,WKA,NZWF,-44.722222,169.245556,1142,12,Z,Pacific/Auckland
2040,Wigram,Wigram,NZ,,NZWG,-43.551111,172.552778,74,12,Z,Pacific/Auckland
2041,Whakatane,Whakatane,NZ,WHK,NZWK,-37.920556,176.914167,20,12,Z,Pacific/Auckland
2042,Wellington Intl,Wellington,NZ,WLG,NZWN,-41.327221,174.805278,41,12,Z,Pacific/Auckland
2043,Wairoa,Wairoa,NZ,,NZWO,-39.006944,177.406667,42,12,Z,Pacific/Auckland
2044,Whenuapai,Whenuapai,NZ,,NZWP,-36.787777,174.630278,100,12,Z,Pacific/Auckland
2045,Whangarei,Whangarei,NZ,WRE,NZWR,-35.768333,174.365,133,12,Z,Pacific/Auckland
2046,Westport,Westport,NZ,WSZ,NZWS,-41.738056,171.580833,13,12,Z,Pacific/Auckland
2047,Wanganui,Wanganui,NZ,WAG,NZWU,-39.962222,175.025278,27,12,Z,Pacific/Auckland
2048,Herat,Herat,AF,HEA,OAHR,34.210017,62.2283,3206,4.5,U,Asia/Kabul
2049,Jalalabad,Jalalabad,AF,JAA,OAJL,34.399842,70.498625,1814,4.5,U,Asia/Kabul
2050,Kabul Intl,Kabul,AF,KBL,OAKB,34.565853,69.212328,5877,4.5,U,Asia/Kabul
2051,Kandahar,Kandahar,AF,KDH,OAKN,31.505756,65.847822,3337,4.5,U,Asia/Kabul
2052,Maimana,Maimama,AF,MMZ,OAMN,35.930789,64.760917,2743,4.5,U,Asia/Kabul
2053,Mazar I Sharif,Mazar-i-sharif,AF,MZR,OAMS,36.706914,67.209678,1284,4.5,U,Asia/Kabul
